Subject,Session,SessionDate,SessionStartDateTimeUtc,SessionTime,StudioVersion,testEnd.DEVICE,testInstruction.DEVICE,Block,counterBalance,counterBalance.Cycle,counterBalance.Sample,Procedure[Block],Trial,consonant,isHighFreq,isTarget,Perception.DEVICE[Trial],Perception.Duration[Trial],Perception.OffsetTime[Trial],Perception.OnsetTime[Trial],Perception.RESP[Trial],Perception.RT[Trial],Perception.RTTime[Trial],Procedure[Trial],Production.DEVICE[Trial],Recording.Filename[Trial],Running[Trial],Stimuli[Trial],stressPattern,syllStr,targetWord,prodResp,isCorrect,sub_acc,wrd_acc,targetDUR,realRT,sub_rt,wrd_rt
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,1,v,n,y,SRBOX,3000,522198,520940,1,1246,522186,Procedure1,SRBOX,./recording/75_daɫvəɫ.wav,list3,daɫvəɫ,sw,cvc,doll,y,1,0.6125,0.560606061,0.440334408,805.665592,805.665592,805.665592
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,9,p,y,y,SRBOX,3000,551273,548273,,0,0,Procedure1,,,list3,skælpəb,sw,cvcc,scalp,n,0,0.6125,0.727272727,0.610340124,-610.340124,-610.340124,-610.340124
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,10,s,y,y,SRBOX,3000,552828,551373,1,1446,552819,Procedure1,Keyboard,./recording/75_tʃænsuf.wav,list3,tʃænsuf,ss,cvcc,chance,y,1,0.6125,0.636363636,0.514761905,931.238095,931.238095,931.238095
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,15,ch,n,y,SRBOX,3000,573590,570590,,0,0,Procedure1,,,list3,tɛntʃəm,sw,cvc,ten,n,0,0.6125,0.5,0.370660687,-370.660687,-370.660687,-370.660687
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,16,th,n,y,SRBOX,3000,574648,573673,1,971,574644,Procedure1,SRBOX,./recording/75_dɛpθəm.wav,list3,dɛpθəm,sw,cvcc,depth,y,1,0.6125,0.818181818,0.130570913,840.429087,840.429087,840.429087
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,19,th,n,y,SRBOX,3000,588806,585806,,0,0,Procedure1,,,list3,wɪdθum,ss,cvcc,width,n,0,0.6125,0.424242424,0.446770289,-446.770289,-446.770289,-446.770289
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,20,k,y,y,SRBOX,3000,590198,588906,1,1285,590191,Procedure1,SRBOX,./recording/75_tʌskɪv.wav,list3,tʌskɪv,ss,cvcc,tusk,y,1,0.6125,0.681818182,0.664977319,620.022681,620.022681,620.022681
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,26,ch,n,y,SRBOX,3000,612765,611890,1,856,612746,Procedure1,SRBOX,./recording/75_kɹʌntʃəθ.wav,list3,kɹʌntʃəθ,sw,cvcc,crunch,y,1,0.6125,0.757575758,0.355433817,500.566183,500.566183,500.566183
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,27,dz,n,y,SRBOX,3000,617078,616006,1,1065,617071,Procedure1,SRBOX,./recording/75_laʊndʒət.wav,list3,laʊndʒət,sw,cvcc,lounge,y,1,0.6125,0.787878788,0.504859099,560.140901,560.140901,560.140901
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,29,ch,n,y,SRBOX,3000,624378,623406,1,956,624362,Procedure1,SRBOX,./recording/75_sʌntʃɔb.wav,list3,sʌntʃɔb,ss,cvc,sun,y,1,0.6125,0.863636364,0.456141499,499.858501,499.858501,499.858501
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,30,ch,n,y,SRBOX,3000,628758,627606,1,1147,628753,Procedure1,SRBOX,./recording/75_lʌntʃɔb.wav,list3,lʌntʃɔb,ss,cvcc,lunch,y,1,0.6125,0.696969697,0.448836225,698.163775,698.163775,698.163775
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,31,dz,n,y,SRBOX,3000,634990,631990,,0,0,Procedure1,,,list3,fɹɪndʒup,ss,cvcc,fringe,n,0,0.6125,0.393939394,0.471448869,-471.448869,-471.448869,-471.448869
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,34,ch,n,y,SRBOX,3000,644673,641673,,0,0,Procedure1,,,list3,blæntʃɛb,ss,cvcc,blanch,n,0,0.6125,0.136363636,0.301386207,-301.386207,-301.386207,-301.386207
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,40,v,n,y,SRBOX,3000,663406,660406,,0,0,Procedure1,,,list3,saɫvəɫ,sw,cvcc,solve,n,0,0.6125,0.272727273,0.480247936,-480.247936,-480.247936,-480.247936
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,41,dz,n,y,SRBOX,3000,666489,663489,,0,0,Procedure1,,,list3,bʌnʤam,ss,cvc,bun,n,0,0.6125,0.196969697,0.533254863,-533.254863,-533.254863,-533.254863
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,42,k,y,y,SRBOX,3000,667403,666589,1,814,667403,Procedure1,Keyboard,./recording/75_kɪskɛl.wav,list3,kɪskɛl,ss,cvc,kiss,y,1,0.6125,0.909090909,0.41178617,402.21383,402.21383,402.21383
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,43,k,y,y,SRBOX,3000,671731,670706,1,1024,671730,Procedure1,SRBOX,./recording/75_plʌskiv.wav,list3,plʌskiv,ss,cvc,plus,y,1,0.6125,0.666666667,0.602286633,421.713367,421.713367,421.713367
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,46,p,y,y,SRBOX,3000,682428,681106,1,1321,682427,Procedure1,SRBOX,./recording/75_nʌmpædʒ.wav,list3,nʌmpædʒ,ss,cvc,numb,y,1,0.6125,0.53030303,0.498357651,822.642349,822.642349,822.642349
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,47,dz,n,y,SRBOX,3000,688639,685639,,0,0,Procedure1,,,list3,gɹʌnʤəm,sw,cvcc,grunge,n,0,0.6125,0.454545455,0.396664719,-396.664719,-396.664719,-396.664719
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,48,th,n,y,SRBOX,3000,690127,688739,1,1376,690115,Procedure1,SRBOX,./recording/75_kɪdθum.wav,list3,kɪdθum,ss,cvc,kid,y,1,0.6125,0.863636364,0.395836814,980.163186,980.163186,980.163186
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,50,th,n,y,SRBOX,3000,697470,696473,1,997,697470,Procedure1,SRBOX,./recording/75_fɪfθaʊm.wav,list3,fɪfθaʊm,ss,cvcc,fifth,y,1,0.6125,0.560606061,0.527940664,469.059336,469.059336,469.059336
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,54,th,n,y,SRBOX,3000,711139,709906,1,1232,711138,Procedure1,Keyboard,./recording/75_stɛlθaum.wav,list3,stɛlθaum,ss,cvcc,stealth,y,1,0.6125,0.5,0.555694706,676.305294,676.305294,676.305294
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,62,p,y,y,SRBOX,3000,739638,738423,1,1205,739628,Procedure1,Keyboard,./recording/75_skʌɫpən.wav,list3,skʌɫpən,sw,cvc,skull,y,1,0.6125,0.5,0.438906803,766.093197,766.093197,766.093197
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,64,k,y,y,SRBOX,3000,748935,747489,1,1445,748934,Procedure1,SRBOX,./recording/75_fɪɫkəθ.wav,list3,fɪɫkəθ,sw,cvc,fill,y,1,0.6125,0.318181818,0.379301806,1065.698194,1065.698194,1065.698194
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,68,k,y,y,SRBOX,3000,762528,761373,1,1151,762524,Procedure1,SRBOX,./recording/75_gæskəʤ.wav,list3,gæskəʤ,sw,cvc,gas,y,1,0.6125,0.848484848,0.385228403,765.771597,765.771597,765.771597
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,70,ch,n,y,SRBOX,3000,769908,768839,1,1064,769903,Procedure1,Keyboard,./recording/75_gɔntʃeθ.wav,list3,gɔntʃeθ,ss,cvc,gone,y,1,0.6125,0.575757576,0.399532384,664.467616,664.467616,664.467616
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,71,k,y,y,SRBOX,3000,774372,773123,1,1242,774365,Procedure1,SRBOX,./recording/75_tɹʌŋkəm.wav,list3,tɹʌŋkəm,sw,cvcc,trunk,y,1,0.6125,0.757575758,0.446801259,795.198741,795.198741,795.198741
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,72,ch,n,y,SRBOX,3000,778638,777589,1,1045,778634,Procedure1,Keyboard,./recording/75_plæntʃɛb.wav,list3,plæntʃɛb,ss,cvcc,plant,y,1,0.6125,0.318181818,0.491713802,553.286198,553.286198,553.286198
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,73,p,y,y,SRBOX,3000,784856,781856,,0,0,Procedure1,,,list3,tʃæmpoʊʃ,ss,cvcc,champ,n,0,0.6125,0.5,0.598037684,-598.037684,-598.037684,-598.037684
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,75,dz,n,y,SRBOX,3000,789258,788039,1,1214,789253,Procedure1,Keyboard,./recording/75_lʌndʒeɪb.wav,list3,lʌndʒeɪb,ss,cvcc,lunge,y,1,0.6125,0.621212121,0.457308404,756.691596,756.691596,756.691596
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,76,k,y,y,SRBOX,3000,793759,792489,1,1270,793759,Procedure1,SRBOX,./recording/75_glæskɛθ.wav,list3,glæskɛθ,ss,cvc,glass,y,1,0.6125,0.893939394,0.630500926,639.499074,639.499074,639.499074
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,78,sh,n,y,SRBOX,3000,803039,800039,,0,0,Procedure1,,,list3,hɔɹʃəb,sw,cvcc,harsh,n,0,0.6125,0.575757576,0.463977829,-463.977829,-463.977829,-463.977829
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,80,p,y,y,SRBOX,3000,809223,806223,,0,0,Procedure1,,,list3,pʌmpaʊdʒ,ss,cvcc,pump,n,0,0.6125,0.636363636,0.448161285,-448.161285,-448.161285,-448.161285
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,82,k,y,y,SRBOX,3000,814038,812406,1,1625,814031,Procedure1,SRBOX,./recording/75_fʌskəʤ.wav,list3,fʌskəʤ,sw,cvc,fuss,y,1,0.6125,0.424242424,0.463196101,1161.803899,1161.803899,1161.803899
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,86,k,y,y,SRBOX,3000,828978,827856,1,1112,828968,Procedure1,SRBOX,./recording/75_tæskɛθ.wav,list3,tæskɛθ,ss,cvcc,task,y,1,0.6125,0.833333333,0.525337475,586.662525,586.662525,586.662525
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,89,dz,n,y,SRBOX,3000,840408,838356,1,2038,840394,Procedure1,SRBOX,./recording/75_pɪnʤəp.wav,list3,pɪnʤəp,sw,cvc,pin,y,1,0.6125,0.712121212,0.381340246,1656.659754,789.1199176,1656.659754
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,96,s,y,y,SRBOX,3000,865156,862156,,0,0,Procedure1,,,list3,ɹɪnsəf,sw,cvcc,rinse,n,0,0.6125,0.606060606,0.465474253,-465.474253,-465.474253,-465.474253
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,97,dz,n,y,SRBOX,3000,866427,865239,1,1181,866420,Procedure1,SRBOX,./recording/75_kɹɪnʤeɪp.wav,list3,kɹɪnʤeɪp,ss,cvcc,cringe,y,1,0.6125,0.681818182,0.52148157,659.51843,659.51843,659.51843
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,100,k,y,y,SRBOX,3000,879187,877356,1,1824,879180,Procedure1,SRBOX,./recording/75_pɹɛskɛp.wav,list3,pɹɛskɛp,ss,cvc,press,y,1,0.6125,0.636363636,0.478091729,1345.908271,1345.908271,1345.908271
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,101,k,y,y,SRBOX,3000,885439,882439,,0,0,Procedure1,,,list3,θæŋkuf,ss,cvcc,thank,n,0,0.6125,0.636363636,0,0,0,0
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,102,ch,n,y,SRBOX,3000,888539,885539,,0,0,Procedure1,,,list3,tʌntʃəp,sw,cvc,ton,n,0,0.6125,0.196969697,0.372240634,-372.240634,-372.240634,-372.240634
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,104,k,y,y,SRBOX,3000,894723,891723,,0,0,Procedure1,,,list3,gæŋkəf,sw,cvc,gang,n,0,0.6125,0.409090909,0.313871461,-313.871461,-313.871461,-313.871461
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,106,k,y,y,SRBOX,3000,899156,897873,1,1281,899154,Procedure1,SRBOX,./recording/75_staɹkəp.wav,list3,staɹkəp,sw,cvc,star,y,1,0.6125,0.727272727,0.48584401,795.15599,795.15599,795.15599
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,108,k,y,y,SRBOX,3000,908489,905489,,0,0,Procedure1,,,list3,bʌɫkəθ,sw,cvcc,bulk,n,0,0.6125,0.681818182,0.541645052,-541.645052,-541.645052,-541.645052
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,109,th,n,y,SRBOX,3000,911639,908639,,0,0,Procedure1,,,list3,mʌnθəm,sw,cvcc,month,n,0,0.6125,0.515151515,0.42644936,-426.44936,-426.44936,-426.44936
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,112,p,y,y,SRBOX,3000,918998,917906,1,1090,918996,Procedure1,SRBOX,./recording/75_lʌmpədʒ.wav,list3,lʌmpədʒ,sw,cvcc,lump,y,1,0.6125,0.772727273,0.396427707,693.572293,693.572293,693.572293
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,114,k,y,y,SRBOX,3000,926567,925339,1,1213,926552,Procedure1,SRBOX,./recording/75_mɪɫkəθ.wav,list3,mɪɫkəθ,sw,cvcc,milk,y,1,0.6125,0.939393939,0.445414068,767.585932,767.585932,767.585932
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,115,s,y,y,SRBOX,3000,932856,929856,,0,0,Procedure1,,,list3,gʌɫsəm,sw,cvc,gull,n,0,0.6125,0.196969697,0.271428355,-271.428355,-271.428355,-271.428355
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,116,dz,n,y,SRBOX,3000,934027,932939,1,1069,934008,Procedure1,SRBOX,./recording/75_taʊnʤɔɪt.wav,list3,taʊnʤɔɪt,ss,cvc,town,y,1,0.6125,0.803030303,0.449299299,619.700701,619.700701,619.700701
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,117,k,y,y,SRBOX,3000,940273,937273,,0,0,Procedure1,,,list3,dʌɫkæθ,ss,cvc,dull,n,0,0.6125,0.181818182,0.331808724,-331.808724,-331.808724,-331.808724
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,118,k,y,y,SRBOX,3000,941777,940356,1,1409,941765,Procedure1,SRBOX,./recording/75_hʌskəv.wav,list3,hʌskəv,sw,cvcc,husk,y,1,0.6125,0.515151515,0.603452071,805.547929,805.547929,805.547929
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,122,p,y,y,SRBOX,3000,958758,956939,1,1803,958742,Procedure1,SRBOX,./recording/75_skʌmpaʊdʒ.wav,list3,skʌmpaʊdʒ,ss,cvc,skum,skump,0,0.6125,0.333333333,0.604285937,1198.714063,789.1199176,1182.960047
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,124,s,y,y,SRBOX,3000,966697,965256,1,1440,966696,Procedure1,SRBOX,./recording/75_pʌɫsɔm.wav,list3,pʌɫsɔm,ss,cvcc,pulse,pull,0,0.6125,0.333333333,0.413295194,1026.704806,715.8180867,791.62936
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,128,ch,n,y,SRBOX,3000,982165,980406,1,1758,982164,Procedure1,SRBOX,./recording/75_stɔntʃəθ.wav,list3,stɔntʃəθ,sw,cvcc,staunch,y,1,0.6125,0.212121212,0.554073654,1203.926346,715.8180867,1203.926346
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,129,sh,n,y,SRBOX,3000,986638,985406,1,1231,986637,Procedure1,SRBOX,./recording/75_skɔɹʃɔb.wav,list3,skɔɹʃɔb,ss,cvc,scar,y,1,0.6125,0.909090909,0.453051312,777.948688,777.948688,777.948688
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,133,dz,n,y,SRBOX,3000,1002106,999106,,0,0,Procedure1,,,list3,ʧɪnʤəp,sw,cvc,chin,n,0,0.6125,0.515151515,0.499500178,-499.500178,-499.500178,-499.500178
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,135,k,y,y,SRBOX,3000,1006446,1005256,1,1174,1006430,Procedure1,Keyboard,./recording/75_rɪskɛl.wav,list3,rɪskɛl,ss,cvcc,risk,y,1,0.6125,0.787878788,0.441955454,732.044546,732.044546,732.044546
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,136,k,y,y,SRBOX,3000,1010817,1009689,1,1111,1010800,Procedure1,Keyboard,./recording/75_daɹkəp.wav,list3,daɹkəp,sw,cvc,dark,y,1,0.6125,0.878787879,0.483409725,627.590275,627.590275,627.590275
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,142,th,n,y,SRBOX,3000,1030489,1029489,1,1000,1030489,Procedure1,SRBOX,./recording/75_stɛpθəm.wav,list3,stɛpθəm,sw,cvc,step,y,1,0.6125,0.909090909,0.586941219,413.058781,413.058781,413.058781
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,143,p,y,y,SRBOX,3000,1034787,1033673,1,1112,1034785,Procedure1,SRBOX,./recording/75_pʌɫpən.wav,list3,pʌɫpən,sw,cvcc,pulp,y,1,0.6125,0.651515152,0.421217752,690.782248,690.782248,690.782248
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,144,ch,n,y,SRBOX,3000,1039181,1038006,1,1168,1039174,Procedure1,SRBOX,./recording/75_fɹɛntʃɔɪb.wav,list3,fɹɛntʃɔɪb,ss,cvcc,french,friend,0,0.6125,0.121212121,0.425364063,742.635937,715.8180867,1225.644106
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,145,k,y,y,SRBOX,3000,1045406,1042406,,0,0,Procedure1,,,list3,kʌskɪv,ss,cvc,cuss,n,0,0.6125,0.136363636,0.440452309,-440.452309,-440.452309,-440.452309
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,149,k,y,y,SRBOX,3000,1055787,1054739,1,1029,1055768,Procedure1,Keyboard,./recording/75_dɛskəp.wav,list3,dɛskəp,sw,cvcc,desk,y,1,0.6125,0.803030303,0.505215414,523.784586,523.784586,523.784586
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,151,ch,n,y,SRBOX,3000,1063317,1062056,1,1259,1063315,Procedure1,Keyboard,./recording/75_bɹʌntʃəp.wav,list3,bɹʌntʃəp,sw,cvcc,brunch,y,1,0.6125,0.272727273,0.354925173,904.074827,904.074827,904.074827
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,152,k,y,y,SRBOX,3000,1067890,1066539,1,1351,1067890,Procedure1,SRBOX,./recording/75_dʌskəʤ.wav,list3,dʌskəʤ,sw,cvcc,dusk,y,1,0.6125,0.484848485,0.571603642,779.396358,779.396358,779.396358
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,162,p,y,y,SRBOX,3000,1102611,1101373,1,1238,1102611,Procedure1,Keyboard,./recording/75_slæmpoʊʃ.wav,list3,slæmpoʊʃ,ss,cvc,slam,y,1,0.6125,0.560606061,0.508322894,729.677106,729.677106,729.677106
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,163,s,y,y,SRBOX,3000,1107676,1105806,1,1855,1107661,Procedure1,SRBOX,./recording/75_kænsuf.wav,list3,kænsuf,ss,cvc,can,y,1,0.6125,0.545454545,0.356400755,1498.599245,789.1199176,1498.599245
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,164,th,n,y,SRBOX,3000,1111957,1110889,1,1058,1111947,Procedure1,Keyboard,./recording/75_rʌnθəm.wav,list3,rʌnθəm,sw,cvc,run,y,1,0.6125,0.939393939,0.451263769,606.736231,606.736231,606.736231
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,172,dz,n,y,SRBOX,3000,1141556,1138556,,0,0,Procedure1,,,list3,dʌnʤəb,sw,cvc,done,n,0,0.6125,0.424242424,0.30623749,-306.23749,-306.23749,-306.23749
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,174,ch,n,y,SRBOX,3000,1146060,1144739,1,1307,1146046,Procedure1,Keyboard,./recording/75_fʌntʃeɪθ.wav,list3,fʌntʃeɪθ,ss,cvc,fun,y,1,0.6125,0.712121212,0.413374576,893.625424,893.625424,893.625424
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,175,th,n,y,SRBOX,3000,1152273,1149273,,0,0,Procedure1,,,list3,tɛlθəm,sw,cvc,tell,n,0,0.6125,0.409090909,0.421384398,-421.384398,-421.384398,-421.384398
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,176,v,n,y,SRBOX,3000,1155356,1152356,,0,0,Procedure1,,,list3,sɛɫvən,sw,cvc,sell,n,0,0.6125,0.439393939,0.419183035,-419.183035,-419.183035,-419.183035
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,178,ch,n,y,SRBOX,3000,1159559,1158539,1,1015,1159554,Procedure1,Keyboard,./recording/75_pɛntʃɔɪb.wav,list3,pɛntʃɔɪb,ss,cvc,pen,y,1,0.6125,0.681818182,0.409303163,605.696837,605.696837,605.696837
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,179,p,y,y,SRBOX,3000,1165773,1162773,,0,0,Procedure1,,,list3,pælpəb,sw,cvc,pal,n,0,0.6125,0.075757576,0.356294998,-356.294998,-356.294998,-356.294998
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,181,k,y,y,SRBOX,3000,1169907,1168939,1,968,1169907,Procedure1,SRBOX,./recording/75_tʌŋkɛm.wav,list3,tʌŋkɛm,ss,cvc,tongue,y,1,0.6125,0.5,0.403370185,564.629815,564.629815,564.629815
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,189,ch,n,y,SRBOX,3000,1197689,1194689,,0,0,Procedure1,,,list3,tɹɛntʃæm,ss,cvcc,trench,n,0,0.6125,0.515151515,0.388604915,-388.604915,-388.604915,-388.604915
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,190,th,n,y,SRBOX,3000,1198761,1197756,1,1000,1198756,Procedure1,Keyboard,./recording/75_klɪfθəm.wav,list3,klɪfθəm,sw,cvc,cliff,y,1,0.6125,0.787878788,0.453734318,546.265682,546.265682,546.265682
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,192,s,y,y,SRBOX,3000,1205986,1205056,1,930,1205986,Procedure1,SRBOX,./recording/75_tɪnsæf.wav,list3,tɪnsæf,ss,cvc,tin,y,1,0.6125,0.575757576,0.300605426,629.394574,629.394574,629.394574
