Subject,Session,SessionDate,SessionStartDateTimeUtc,SessionTime,StudioVersion,testEnd.DEVICE,testInstruction.DEVICE,Block,counterBalance,counterBalance.Cycle,counterBalance.Sample,Procedure[Block],Trial,consonant,isHighFreq,isTarget,Perception.DEVICE[Trial],Perception.Duration[Trial],Perception.OffsetTime[Trial],Perception.OnsetTime[Trial],Perception.RESP[Trial],Perception.RT[Trial],Perception.RTTime[Trial],Procedure[Trial],Production.DEVICE[Trial],Recording.Filename[Trial],Running[Trial],Stimuli[Trial],stressPattern,syllStr,targetWord,prodResp,isCorrect,sub_acc,wrd_acc,targetDUR,realRT,sub_rt,wrd_rt,sequence
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,1,v,n,y,SRBOX,3000,522198,520940,1.0,1246,522186,Procedure1,SRBOX,./recording/75_daɫvəɫ.wav,list3,daɫvəɫ,sw,cvc,doll,y,1,0.6125,0.560606061,0.440334408,805.665592,805.665592,805.665592,V AH L
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,10,s,y,y,SRBOX,3000,552828,551373,1.0,1446,552819,Procedure1,Keyboard,./recording/75_tʃænsuf.wav,list3,tʃænsuf,ss,cvcc,chance,y,1,0.6125,0.636363636,0.514761905,931.238095,931.238095,931.238095,S UW F
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,16,th,n,y,SRBOX,3000,574648,573673,1.0,971,574644,Procedure1,SRBOX,./recording/75_dɛpθəm.wav,list3,dɛpθəm,sw,cvcc,depth,y,1,0.6125,0.818181818,0.130570913,840.429087,840.429087,840.429087,TH AH M
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,20,k,y,y,SRBOX,3000,590198,588906,1.0,1285,590191,Procedure1,SRBOX,./recording/75_tʌskɪv.wav,list3,tʌskɪv,ss,cvcc,tusk,y,1,0.6125,0.681818182,0.664977319,620.022681,620.022681,620.022681,K IH V
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,26,ch,n,y,SRBOX,3000,612765,611890,1.0,856,612746,Procedure1,SRBOX,./recording/75_kɹʌntʃəθ.wav,list3,kɹʌntʃəθ,sw,cvcc,crunch,y,1,0.6125,0.757575758,0.355433817,500.566183,500.566183,500.566183,CH AH TH
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,27,dz,n,y,SRBOX,3000,617078,616006,1.0,1065,617071,Procedure1,SRBOX,./recording/75_laʊndʒət.wav,list3,laʊndʒət,sw,cvcc,lounge,y,1,0.6125,0.787878788,0.504859099,560.140901,560.140901,560.140901,JH AH T
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,29,ch,n,y,SRBOX,3000,624378,623406,1.0,956,624362,Procedure1,SRBOX,./recording/75_sʌntʃɔb.wav,list3,sʌntʃɔb,ss,cvc,sun,y,1,0.6125,0.863636364,0.456141499,499.858501,499.858501,499.858501,CH OY B
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,30,ch,n,y,SRBOX,3000,628758,627606,1.0,1147,628753,Procedure1,SRBOX,./recording/75_lʌntʃɔb.wav,list3,lʌntʃɔb,ss,cvcc,lunch,y,1,0.6125,0.696969697,0.448836225,698.163775,698.163775,698.163775,CH AA B
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,42,k,y,y,SRBOX,3000,667403,666589,1.0,814,667403,Procedure1,Keyboard,./recording/75_kɪskɛl.wav,list3,kɪskɛl,ss,cvc,kiss,y,1,0.6125,0.909090909,0.41178617,402.21383,402.21383,402.21383,K EH L
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,43,k,y,y,SRBOX,3000,671731,670706,1.0,1024,671730,Procedure1,SRBOX,./recording/75_plʌskiv.wav,list3,plʌskiv,ss,cvc,plus,y,1,0.6125,0.666666667,0.602286633,421.713367,421.713367,421.713367,K IY V
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,46,p,y,y,SRBOX,3000,682428,681106,1.0,1321,682427,Procedure1,SRBOX,./recording/75_nʌmpædʒ.wav,list3,nʌmpædʒ,ss,cvc,numb,y,1,0.6125,0.53030303,0.498357651,822.642349,822.642349,822.642349,P AE JH
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,48,th,n,y,SRBOX,3000,690127,688739,1.0,1376,690115,Procedure1,SRBOX,./recording/75_kɪdθum.wav,list3,kɪdθum,ss,cvc,kid,y,1,0.6125,0.863636364,0.395836814,980.163186,980.163186,980.163186,TH UW M
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,50,th,n,y,SRBOX,3000,697470,696473,1.0,997,697470,Procedure1,SRBOX,./recording/75_fɪfθaʊm.wav,list3,fɪfθaʊm,ss,cvcc,fifth,y,1,0.6125,0.560606061,0.527940664,469.059336,469.059336,469.059336,TH AW M
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,54,th,n,y,SRBOX,3000,711139,709906,1.0,1232,711138,Procedure1,Keyboard,./recording/75_stɛlθaum.wav,list3,stɛlθaum,ss,cvcc,stealth,y,1,0.6125,0.5,0.555694706,676.305294,676.305294,676.305294,TH AW M
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,62,p,y,y,SRBOX,3000,739638,738423,1.0,1205,739628,Procedure1,Keyboard,./recording/75_skʌɫpən.wav,list3,skʌɫpən,sw,cvc,skull,y,1,0.6125,0.5,0.438906803,766.093197,766.093197,766.093197,P AH N
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,64,k,y,y,SRBOX,3000,748935,747489,1.0,1445,748934,Procedure1,SRBOX,./recording/75_fɪɫkəθ.wav,list3,fɪɫkəθ,sw,cvc,fill,y,1,0.6125,0.318181818,0.379301806,1065.698194,1065.698194,1065.698194,K AH TH
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,68,k,y,y,SRBOX,3000,762528,761373,1.0,1151,762524,Procedure1,SRBOX,./recording/75_gæskəʤ.wav,list3,gæskəʤ,sw,cvc,gas,y,1,0.6125,0.848484848,0.385228403,765.771597,765.771597,765.771597,K AH JH
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,70,ch,n,y,SRBOX,3000,769908,768839,1.0,1064,769903,Procedure1,Keyboard,./recording/75_gɔntʃeθ.wav,list3,gɔntʃeθ,ss,cvc,gone,y,1,0.6125,0.575757576,0.399532384,664.467616,664.467616,664.467616,CH EY TH
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,71,k,y,y,SRBOX,3000,774372,773123,1.0,1242,774365,Procedure1,SRBOX,./recording/75_tɹʌŋkəm.wav,list3,tɹʌŋkəm,sw,cvcc,trunk,y,1,0.6125,0.757575758,0.446801259,795.198741,795.198741,795.198741,K AH M
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,72,ch,n,y,SRBOX,3000,778638,777589,1.0,1045,778634,Procedure1,Keyboard,./recording/75_plæntʃɛb.wav,list3,plæntʃɛb,ss,cvcc,plant,y,1,0.6125,0.318181818,0.491713802,553.286198,553.286198,553.286198,CH EH B
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,75,dz,n,y,SRBOX,3000,789258,788039,1.0,1214,789253,Procedure1,Keyboard,./recording/75_lʌndʒeɪb.wav,list3,lʌndʒeɪb,ss,cvcc,lunge,y,1,0.6125,0.621212121,0.457308404,756.691596,756.691596,756.691596,JH EY B
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,76,k,y,y,SRBOX,3000,793759,792489,1.0,1270,793759,Procedure1,SRBOX,./recording/75_glæskɛθ.wav,list3,glæskɛθ,ss,cvc,glass,y,1,0.6125,0.893939394,0.630500926,639.499074,639.499074,639.499074,K EH TH
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,82,k,y,y,SRBOX,3000,814038,812406,1.0,1625,814031,Procedure1,SRBOX,./recording/75_fʌskəʤ.wav,list3,fʌskəʤ,sw,cvc,fuss,y,1,0.6125,0.424242424,0.463196101,1161.803899,1161.803899,1161.803899,K AH JH
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,86,k,y,y,SRBOX,3000,828978,827856,1.0,1112,828968,Procedure1,SRBOX,./recording/75_tæskɛθ.wav,list3,tæskɛθ,ss,cvcc,task,y,1,0.6125,0.833333333,0.525337475,586.662525,586.662525,586.662525,K EH TH
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,89,dz,n,y,SRBOX,3000,840408,838356,1.0,2038,840394,Procedure1,SRBOX,./recording/75_pɪnʤəp.wav,list3,pɪnʤəp,sw,cvc,pin,y,1,0.6125,0.712121212,0.381340246,1656.659754,789.1199176,1656.659754,JH AH P
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,97,dz,n,y,SRBOX,3000,866427,865239,1.0,1181,866420,Procedure1,SRBOX,./recording/75_kɹɪnʤeɪp.wav,list3,kɹɪnʤeɪp,ss,cvcc,cringe,y,1,0.6125,0.681818182,0.52148157,659.51843,659.51843,659.51843,JH EY B
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,100,k,y,y,SRBOX,3000,879187,877356,1.0,1824,879180,Procedure1,SRBOX,./recording/75_pɹɛskɛp.wav,list3,pɹɛskɛp,ss,cvc,press,y,1,0.6125,0.636363636,0.478091729,1345.908271,1345.908271,1345.908271,K EH P
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,106,k,y,y,SRBOX,3000,899156,897873,1.0,1281,899154,Procedure1,SRBOX,./recording/75_staɹkəp.wav,list3,staɹkəp,sw,cvc,star,y,1,0.6125,0.727272727,0.48584401,795.15599,795.15599,795.15599,K AH P
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,112,p,y,y,SRBOX,3000,918998,917906,1.0,1090,918996,Procedure1,SRBOX,./recording/75_lʌmpədʒ.wav,list3,lʌmpədʒ,sw,cvcc,lump,y,1,0.6125,0.772727273,0.396427707,693.572293,693.572293,693.572293,P AH JH
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,114,k,y,y,SRBOX,3000,926567,925339,1.0,1213,926552,Procedure1,SRBOX,./recording/75_mɪɫkəθ.wav,list3,mɪɫkəθ,sw,cvcc,milk,y,1,0.6125,0.939393939,0.445414068,767.585932,767.585932,767.585932,K AH TH
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,116,dz,n,y,SRBOX,3000,934027,932939,1.0,1069,934008,Procedure1,SRBOX,./recording/75_taʊnʤɔɪt.wav,list3,taʊnʤɔɪt,ss,cvc,town,y,1,0.6125,0.803030303,0.449299299,619.700701,619.700701,619.700701,JH OY T
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,118,k,y,y,SRBOX,3000,941777,940356,1.0,1409,941765,Procedure1,SRBOX,./recording/75_hʌskəv.wav,list3,hʌskəv,sw,cvcc,husk,y,1,0.6125,0.515151515,0.603452071,805.547929,805.547929,805.547929,K AH V
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,128,ch,n,y,SRBOX,3000,982165,980406,1.0,1758,982164,Procedure1,SRBOX,./recording/75_stɔntʃəθ.wav,list3,stɔntʃəθ,sw,cvcc,staunch,y,1,0.6125,0.212121212,0.554073654,1203.926346,715.8180867,1203.926346,CH AH TH
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,129,sh,n,y,SRBOX,3000,986638,985406,1.0,1231,986637,Procedure1,SRBOX,./recording/75_skɔɹʃɔb.wav,list3,skɔɹʃɔb,ss,cvc,scar,y,1,0.6125,0.909090909,0.453051312,777.948688,777.948688,777.948688,SH AA B
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,135,k,y,y,SRBOX,3000,1006446,1005256,1.0,1174,1006430,Procedure1,Keyboard,./recording/75_rɪskɛl.wav,list3,rɪskɛl,ss,cvcc,risk,y,1,0.6125,0.787878788,0.441955454,732.044546,732.044546,732.044546,K EH L
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,136,k,y,y,SRBOX,3000,1010817,1009689,1.0,1111,1010800,Procedure1,Keyboard,./recording/75_daɹkəp.wav,list3,daɹkəp,sw,cvc,dark,y,1,0.6125,0.878787879,0.483409725,627.590275,627.590275,627.590275,K AH P
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,142,th,n,y,SRBOX,3000,1030489,1029489,1.0,1000,1030489,Procedure1,SRBOX,./recording/75_stɛpθəm.wav,list3,stɛpθəm,sw,cvc,step,y,1,0.6125,0.909090909,0.586941219,413.058781,413.058781,413.058781,TH AH M
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,143,p,y,y,SRBOX,3000,1034787,1033673,1.0,1112,1034785,Procedure1,SRBOX,./recording/75_pʌɫpən.wav,list3,pʌɫpən,sw,cvcc,pulp,y,1,0.6125,0.651515152,0.421217752,690.782248,690.782248,690.782248,P AH N
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,149,k,y,y,SRBOX,3000,1055787,1054739,1.0,1029,1055768,Procedure1,Keyboard,./recording/75_dɛskəp.wav,list3,dɛskəp,sw,cvcc,desk,y,1,0.6125,0.803030303,0.505215414,523.784586,523.784586,523.784586,K AH P
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,151,ch,n,y,SRBOX,3000,1063317,1062056,1.0,1259,1063315,Procedure1,Keyboard,./recording/75_bɹʌntʃəp.wav,list3,bɹʌntʃəp,sw,cvcc,brunch,y,1,0.6125,0.272727273,0.354925173,904.074827,904.074827,904.074827,CH AH P
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,152,k,y,y,SRBOX,3000,1067890,1066539,1.0,1351,1067890,Procedure1,SRBOX,./recording/75_dʌskəʤ.wav,list3,dʌskəʤ,sw,cvcc,dusk,y,1,0.6125,0.484848485,0.571603642,779.396358,779.396358,779.396358,K AH JH
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,162,p,y,y,SRBOX,3000,1102611,1101373,1.0,1238,1102611,Procedure1,Keyboard,./recording/75_slæmpoʊʃ.wav,list3,slæmpoʊʃ,ss,cvc,slam,y,1,0.6125,0.560606061,0.508322894,729.677106,729.677106,729.677106,P OW SH
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,163,s,y,y,SRBOX,3000,1107676,1105806,1.0,1855,1107661,Procedure1,SRBOX,./recording/75_kænsuf.wav,list3,kænsuf,ss,cvc,can,y,1,0.6125,0.545454545,0.356400755,1498.599245,789.1199176,1498.599245,S UW F
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,164,th,n,y,SRBOX,3000,1111957,1110889,1.0,1058,1111947,Procedure1,Keyboard,./recording/75_rʌnθəm.wav,list3,rʌnθəm,sw,cvc,run,y,1,0.6125,0.939393939,0.451263769,606.736231,606.736231,606.736231,TH AH M
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,174,ch,n,y,SRBOX,3000,1146060,1144739,1.0,1307,1146046,Procedure1,Keyboard,./recording/75_fʌntʃeɪθ.wav,list3,fʌntʃeɪθ,ss,cvc,fun,y,1,0.6125,0.712121212,0.413374576,893.625424,893.625424,893.625424,CH EY B
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,178,ch,n,y,SRBOX,3000,1159559,1158539,1.0,1015,1159554,Procedure1,Keyboard,./recording/75_pɛntʃɔɪb.wav,list3,pɛntʃɔɪb,ss,cvc,pen,y,1,0.6125,0.681818182,0.409303163,605.696837,605.696837,605.696837,CH OY B
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,181,k,y,y,SRBOX,3000,1169907,1168939,1.0,968,1169907,Procedure1,SRBOX,./recording/75_tʌŋkɛm.wav,list3,tʌŋkɛm,ss,cvc,tongue,y,1,0.6125,0.5,0.403370185,564.629815,564.629815,564.629815,K EH M
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,190,th,n,y,SRBOX,3000,1198761,1197756,1.0,1000,1198756,Procedure1,Keyboard,./recording/75_klɪfθəm.wav,list3,klɪfθəm,sw,cvc,cliff,y,1,0.6125,0.787878788,0.453734318,546.265682,546.265682,546.265682,TH AH M
75,1,4/29/19,4/29/19 18:31,11:31:16,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,192,s,y,y,SRBOX,3000,1205986,1205056,1.0,930,1205986,Procedure1,SRBOX,./recording/75_tɪnsæf.wav,list3,tɪnsæf,ss,cvc,tin,y,1,0.6125,0.575757576,0.300605426,629.394574,629.394574,629.394574,S AE F
78,1,9/6/19,9/6/19 18:52,11:52:49,3.0.3.43,SRBOX,SRBOX,18,2,2,1,counterBalance2,1,k,y,y,SRBOX,3000,717291,715552,1.0,1738,717290,Procedure1,SRBOX,./recording/78_flæskəʤ.wav,list2,flæskəʤ,sw,cvcc,flask,y,1,0.7875,0.545454545,0.628591575,1109.408425,1109.408425,1109.408425,K AH JH
78,1,9/6/19,9/6/19 18:52,11:52:49,3.0.3.43,SRBOX,SRBOX,18,2,2,1,counterBalance2,7,v,n,y,SRBOX,3000,737132,735952,1.0,1170,737122,Procedure1,Keyboard,./recording/78_twɛɫvɔn.wav,list2,twɛɫvɔn,ss,cvcc,twelve,y,1,0.7875,0.863636364,0.469128936,700.871064,700.871064,700.871064,V AA N
78,1,9/6/19,9/6/19 18:52,11:52:49,3.0.3.43,SRBOX,SRBOX,18,2,2,1,counterBalance2,9,s,y,y,SRBOX,3000,744532,743418,1.0,1104,744522,Procedure1,SRBOX,./recording/78_tɪnsəf.wav,list2,tɪnsəf,sw,cvc,tin,y,1,0.7875,0.575757576,0.319123739,784.876261,784.876261,784.876261,S AH F
78,1,9/6/19,9/6/19 18:52,11:52:49,3.0.3.43,SRBOX,SRBOX,18,2,2,1,counterBalance2,11,th,n,y,SRBOX,3000,751981,750835,1.0,1139,751974,Procedure1,SRBOX,./recording/78_klɪfθaʊm.wav,list2,klɪfθaʊm,ss,cvc,cliff,y,1,0.7875,0.787878788,0.430776581,708.223419,708.223419,708.223419,TH AW M
78,1,9/6/19,9/6/19 18:52,11:52:49,3.0.3.43,SRBOX,SRBOX,18,2,2,1,counterBalance2,12,ch,n,y,SRBOX,3000,756232,755202,1.0,1015,756217,Procedure1,SRBOX,./recording/78_tɹɛntʃəm.wav,list2,tɹɛntʃəm,sw,cvcc,trench,y,1,0.7875,0.515151515,0.379715794,635.284206,635.284206,635.284206,CH AH M
78,1,9/6/19,9/6/19 18:52,11:52:49,3.0.3.43,SRBOX,SRBOX,18,2,2,1,counterBalance2,23,ch,n,y,SRBOX,3000,793679,791985,1.0,1692,793677,Procedure1,Keyboard,./recording/78_pɛntʃəb.wav,list2,pɛntʃəb,sw,cvc,pen,y,1,0.7875,0.681818182,0.340578798,1351.421202,1351.421202,1351.421202,CH AH B
78,1,9/6/19,9/6/19 18:52,11:52:49,3.0.3.43,SRBOX,SRBOX,18,2,2,1,counterBalance2,25,v,n,y,SRBOX,3000,801131,799985,1.0,1130,801115,Procedure1,Keyboard,./recording/78_sɛɫvɔn.wav,list2,sɛɫvɔn,ss,cvc,sell,y,1,0.7875,0.439393939,0.425047338,704.952662,704.952662,704.952662,V AA N
78,1,9/6/19,9/6/19 18:52,11:52:49,3.0.3.43,SRBOX,SRBOX,18,2,2,1,counterBalance2,26,th,n,y,SRBOX,3000,805366,804352,1.0,1012,805364,Procedure1,Keyboard,./recording/78_tɛlθaum.wav,list2,tɛlθaum,ss,cvc,tell,y,1,0.7875,0.409090909,0.443182138,568.817862,568.817862,568.817862,TH AW M
78,1,9/6/19,9/6/19 18:52,11:52:49,3.0.3.43,SRBOX,SRBOX,18,2,2,1,counterBalance2,27,ch,n,y,SRBOX,3000,810221,808585,1.0,1624,810209,Procedure1,Keyboard,./recording/78_fʌntʃəθ.wav,list2,fʌntʃəθ,sw,cvc,fun,y,1,0.7875,0.712121212,0.398737613,1225.262387,1225.262387,1225.262387,CH AH TH
78,1,9/6/19,9/6/19 18:52,11:52:49,3.0.3.43,SRBOX,SRBOX,18,2,2,1,counterBalance2,29,dz,n,y,SRBOX,3000,817592,816535,1.0,1057,817592,Procedure1,Keyboard,./recording/78_dʌnʤeɪb.wav,list2,dʌnʤeɪb,ss,cvc,done,y,1,0.7875,0.424242424,0.324398934,732.601066,732.601066,732.601066,JH EY B
78,1,9/6/19,9/6/19 18:52,11:52:49,3.0.3.43,SRBOX,SRBOX,18,2,2,1,counterBalance2,37,th,n,y,SRBOX,3000,843342,842402,1.0,936,843338,Procedure1,SRBOX,./recording/78_rʌnθum.wav,list2,rʌnθum,ss,cvc,run,y,1,0.7875,0.939393939,0.461335669,474.664331,474.664331,474.664331,TH UW M
78,1,9/6/19,9/6/19 18:52,11:52:49,3.0.3.43,SRBOX,SRBOX,18,2,2,1,counterBalance2,38,s,y,y,SRBOX,3000,847742,846552,1.0,1185,847737,Procedure1,SRBOX,./recording/78_kænsəf.wav,list2,kænsəf,sw,cvc,can,y,1,0.7875,0.545454545,0.339995163,845.004837,845.004837,845.004837,S AH F
78,1,9/6/19,9/6/19 18:52,11:52:49,3.0.3.43,SRBOX,SRBOX,18,2,2,1,counterBalance2,39,p,y,y,SRBOX,3000,853042,850952,1.0,2083,853035,Procedure1,Keyboard,./recording/78_slæmpəʃ.wav,list2,slæmpəʃ,sw,cvc,slam,y,1,0.7875,0.560606061,0.49216454,1590.83546,1590.83546,1590.83546,P AH SH
78,1,9/6/19,9/6/19 18:52,11:52:49,3.0.3.43,SRBOX,SRBOX,18,2,2,1,counterBalance2,52,k,y,y,SRBOX,3000,902172,900885,1.0,1278,902163,Procedure1,SRBOX,./recording/78_dɛskɛp.wav,list2,dɛskɛp,ss,cvcc,desk,y,1,0.7875,0.803030303,0.59202447,685.97553,685.97553,685.97553,K EH P
78,1,9/6/19,9/6/19 18:52,11:52:49,3.0.3.43,SRBOX,SRBOX,18,2,2,1,counterBalance2,59,th,n,y,SRBOX,3000,926392,925202,1.0,1179,926381,Procedure1,SRBOX,./recording/78_stɛpθeɪm.wav,list2,stɛpθeɪm,ss,cvc,step,y,1,0.7875,0.909090909,0.639046668,539.953332,539.953332,539.953332,TH EY M
78,1,9/6/19,9/6/19 18:52,11:52:49,3.0.3.43,SRBOX,SRBOX,18,2,2,1,counterBalance2,66,k,y,y,SRBOX,3000,951520,949785,1.0,1729,951514,Procedure1,SRBOX,./recording/78_rɪskəl.wav,list2,rɪskəl,sw,cvcc,risk,y,1,0.7875,0.787878788,0.453365935,1275.634065,1275.634065,1275.634065,K AH V
78,1,9/6/19,9/6/19 18:52,11:52:49,3.0.3.43,SRBOX,SRBOX,18,2,2,1,counterBalance2,68,dz,n,y,SRBOX,3000,959032,957852,1.0,1179,959031,Procedure1,SRBOX,./recording/78_ʧɪnʤeɪp.wav,list2,ʧɪnʤeɪp,ss,cvc,chin,y,1,0.7875,0.515151515,0.521764559,657.235441,657.235441,657.235441,JH EY P
78,1,9/6/19,9/6/19 18:52,11:52:49,3.0.3.43,SRBOX,SRBOX,18,2,2,1,counterBalance2,72,sh,n,y,SRBOX,3000,972522,971502,1.0,1008,972510,Procedure1,SRBOX,./recording/78_skɔɹʃəb.wav,list2,skɔɹʃəb,sw,cvc,scar,y,1,0.7875,0.909090909,0.424948006,583.051994,583.051994,583.051994,SH AH B
78,1,9/6/19,9/6/19 18:52,11:52:49,3.0.3.43,SRBOX,SRBOX,18,2,2,1,counterBalance2,77,s,y,y,SRBOX,3000,989259,988102,1.0,1155,989257,Procedure1,SRBOX,./recording/78_pʌɫsəm.wav,list2,pʌɫsəm,sw,cvcc,pulse,y,1,0.7875,0.333333333,0.419576718,735.423282,735.423282,735.423282,S AH M
78,1,9/6/19,9/6/19 18:52,11:52:49,3.0.3.43,SRBOX,SRBOX,18,2,2,1,counterBalance2,79,p,y,y,SRBOX,3000,996795,995552,1.0,1243,996795,Procedure1,SRBOX,./recording/78_skʌmpədʒ.wav,list2,skʌmpədʒ,sw,cvc,skum,y,1,0.7875,0.333333333,0.539234481,703.765519,703.765519,703.765519,P AH JH
78,1,9/6/19,9/6/19 18:52,11:52:49,3.0.3.43,SRBOX,SRBOX,18,2,2,1,counterBalance2,83,k,y,y,SRBOX,3000,1012632,1011118,1.0,1504,1012622,Procedure1,Keyboard,./recording/78_hʌskiv.wav,list2,hʌskiv,ss,cvcc,husk,y,1,0.7875,0.515151515,0.583994671,920.005329,920.005329,920.005329,K IY V
78,1,9/6/19,9/6/19 18:52,11:52:49,3.0.3.43,SRBOX,SRBOX,18,2,2,1,counterBalance2,84,k,y,y,SRBOX,3000,1017342,1015835,1.0,1501,1017336,Procedure1,SRBOX,./recording/78_dʌɫkəθ.wav,list2,dʌɫkəθ,sw,cvc,dull,y,1,0.7875,0.181818182,0.455528994,1045.471006,1045.471006,1045.471006,K AH TH
78,1,9/6/19,9/6/19 18:52,11:52:49,3.0.3.43,SRBOX,SRBOX,18,2,2,1,counterBalance2,85,dz,n,y,SRBOX,3000,1021762,1020552,1.0,1195,1021747,Procedure1,Keyboard,./recording/78_taʊnʤət.wav,list2,taʊnʤət,sw,cvc,town,y,1,0.7875,0.803030303,0.424324005,770.675995,770.675995,770.675995,JH AH T
